file_id,url,reason,file_size_kb
2769,https://www.soundonsound.com/news/lofi-distort-join-ujams-ufx-series,Category: News Category,124
2771,https://comicbook.com/movies/news/5-underrated-70s-sci-fi-movies-youve-never-seen-but-really-should,Category: News Category,284
2779,https://ethz.ch/en/news-and-events/eth-news/news/2025/12/getting-a-grip-ai-and-robotic.html,Category: News Category,71
2781,https://www.fabbaloo.com/news/recent-announcements-highlight-maturing-role-of-3d-printing-in-industry,Category: News Category,114
2787,https://www.clojuriststogether.org/news/clojurists-together-2026-annual-funding-announcement,Category: News Category,12
2798,https://www.cepro.com/news/iot-connected-product-awards-we-unveil-our-2025-winners/624293,Category: News Category,245
2806,https://www.bedelstein.com/post/__001,Large file (1011KB),1011
2808,https://www.electronicsweekly.com/news/business/distribution/sponsored-content-why-engineers-are-choosing-raspberry-pi-for-industrial-applications-2025-12,Category: News Category,122
2822,https://foxsanantonio.com/news/local/texas-am-students-unveil-ai-robotic-dog-designed-to-navigate-disaster-zones,Category: News Category,289
2826,https://www.just-auto.com/news/renesas-rolls-out-r%E2%80%91car-soc,Category: News Category,264
