priority,file_id,url,length_ratio,gt_chars,extracted_chars,recall,precision
medium,2652,https://ebcode.com/blog/2025/12/17/sourceminder,7.0,1538,10720,0.988,0.218
medium,1214,https://www.tasteofhome.com/collection/best-book-subscriptions/,6.9,1924,13303,0.975,0.23
medium,1354,https://www.carecredit.com/well-u/health-wellness/weight-loss-medication-cost/,6.9,1641,11306,0.948,0.182
medium,1586,https://os-system.com/blog/top-software-development-methodologies-comparison-differences-pros-and-cons/,6.9,1823,12521,0.753,0.182
medium,2735,https://planktonvalhalla.com/20251219-carving-nature-at-your-joints,6.8,2561,17458,0.931,0.193
medium,0330,https://www.splashtop.com/blog/it-security-best-practices,6.7,1782,11919,0.86,0.182
medium,1691,https://www.ramotion.com/blog/what-is-a-mobile-application/,6.7,2470,16551,0.937,0.264
medium,0371,https://www.bluecart.com/blog/what-is-catering,6.6,2132,14019,1.0,0.213
medium,2225,https://www.evercast.us/blog/video-production-tools,6.6,1514,10054,0.8,0.228
medium,2529,https://www.a1k0n.net/2025/12/19/tiny-tapeout-demo.html,6.6,5530,36410,0.992,0.27
medium,2589,https://instatunnel.my/blog/windows-ldap-dos-the-integer-overflow-crashing-domain-controllers,6.6,2507,16495,0.959,0.246
medium,2633,https://alessandroferrari.live/rust-networking-inside-xv6,6.6,2939,19452,0.927,0.239
medium,0647,https://builtin.com/blockchain/blockchain-as-a-service-companies,6.5,1451,9475,0.962,0.23
medium,0678,https://emplifi.io/resources/blog/introduction-to-social-commerce/,6.5,2389,15543,0.925,0.214
medium,0759,https://www.easy-lms.com/knowledge-center/online-course-center/what-is-an-online-course/item12708,6.5,1322,8621,0.849,0.184
medium,1180,https://theluxurytravelexpert.com/best-luxury-hotel-brands/,6.5,2512,16369,0.919,0.253
medium,1629,https://www.accreditedschoolsonline.org/online-degrees/certificate/,6.5,2587,16694,0.966,0.235
medium,1972,https://www.kouzinafoodtech.com/blog/what-is-kitchen-sink-in-cloud-computing-concept,6.5,2499,16359,0.913,0.225
medium,2308,https://mployeradvisor.com/blog/what-is-the-difference-between-an-insurance-broker-and-a-consultant,6.5,4761,30993,0.977,0.203
medium,0403,https://whova.com/blog/top-event-industry-trends-2025-incorporate-events/,6.4,2579,16624,0.983,0.217
medium,0591,https://engine.com/business-travel-guide/best-car-rental-companies,6.3,1322,8350,0.885,0.22
medium,0616,https://www.sheahomes.com/blog/should-i-buy-a-new-home-or-renovate-factors-to-consider,6.3,3104,19700,0.968,0.232
medium,0804,https://stylebyemilyhenderson.com/fix-it-friday-furniture-layout-universal-trick,6.3,2579,16287,0.889,0.247
medium,1168,https://technologymagazine.com/top10/top-10-trends-in-cloud-computing,6.3,1642,10381,0.854,0.181
medium,1873,https://nutritionfacts.org/audio/keeping-it-clean-and-healthy/,6.3,2188,13769,0.893,0.19
medium,2125,https://budgetbrotherstermite.com/pest-control-queen-creek/,6.3,1106,6929,0.833,0.178
medium,2277,https://modelremodel.com/blog/remodel-rebuild-renovate/,6.3,2651,16640,0.979,0.265
medium,2713,https://blog.pangeanic.com/how-accurate-is-gemini-for-business-and-enterprise-use,6.3,3108,19659,0.949,0.207
medium,0382,https://www.ama.org/what-is-digital-marketing/,6.2,2395,14771,0.925,0.242
medium,0508,https://www.atlasvanlines.com/blog/packing-tips-guide,6.2,3000,18686,0.882,0.228
medium,0978,https://fifimcgee.co.uk/blog/step-by-step-renovating-a-house-where-to-start,6.2,3895,24237,0.929,0.246
medium,1216,https://www.tastifyfood.com/blog/top-corporate-catering-trends,6.2,2886,17862,0.929,0.229
medium,1626,https://www.sociallybuzz.com/u-s-social-media-marketing-agency-near-me/,6.2,1775,11055,0.993,0.246
medium,1945,https://www.thoughtspot.com/data-trends/analytics/data-analytics-tools,6.2,2885,17764,0.849,0.195
medium,2450,https://www.gardenista.com/posts/year-gardening-looking-back-joy-looking-ahead-hope,6.2,1533,9489,0.932,0.2
medium,2557,https://konghq.com/blog/engineering/ai-gateway-benchmark-kong-ai-gateway-portkey-litellm,6.2,1578,9852,0.951,0.213
medium,0580,https://www.yogawitholivia.co.uk/reviews,6.1,2126,13056,0.959,0.25
medium,0621,https://www.insurancebusinessmag.com/us/guides/the-top-10-insurance-companies-in-the-usa-by-market-share-559886.aspx,6.1,4357,26461,0.832,0.217
medium,0756,https://www.geico.com/travel-insurance/,6.1,1454,8938,0.911,0.23
medium,1829,https://userpilot.com/blog/data-analytics-trends/,6.1,2464,14929,0.821,0.213
medium,2069,https://www.globaltravelerusa.com/what-are-the-top-u-s-rental-car-companies-of-2025/,6.1,1413,8600,0.971,0.192
medium,0119,https://www.menshealth.com/fitness/a62777906/fitness-awards-2025/,6.0,6397,38523,0.961,0.234
medium,1228,https://giordanos.com/catering-101-the-catering-tips-to-make-your-next-event-a-success/,6.0,2549,15304,0.838,0.232
medium,2123,https://www.termiopest.com/pest-control-queen-creek,6.0,1055,6289,0.78,0.208
medium,2795,https://hamy.xyz/blog/2025-12_programming-language-death-spiral,6.0,1597,9568,0.881,0.209
medium,0780,https://www.clio.com/blog/lawyer-review-sites/,5.9,1825,10782,0.916,0.239
medium,0805,https://www.instructables.com/How-To-Make-Furniture/,5.9,2006,11903,0.987,0.284
medium,1513,https://www.splunk.com/en_us/blog/learn/data-analysis-tools.html,5.9,4143,24496,0.987,0.285
medium,0096,https://elements.envato.com/learn/photography-trends,5.8,2451,14153,0.878,0.225
medium,0386,https://www.fool.com/investing/stock-market/market-sectors/information-technology/cloud-stocks/,5.8,1356,7864,0.912,0.241
medium,0407,https://tax.thomsonreuters.com/blog/the-best-tax-software-for-tax-preparers-a-buyers-guide/,5.8,2755,15964,0.976,0.251
medium,1444,https://www.velvetech.com/blog/mobile-app-development-process/,5.8,4445,25581,0.851,0.252
medium,2226,https://www.thepodcasthost.com/editing-production/best-video-editing-software-for-creators/,5.8,2931,17002,0.842,0.2
medium,2730,https://www.utne.com/mind-and-body/nature-as-god-repairing-the-circle-zm0z16uzsel,5.8,2578,15002,0.97,0.258
medium,0182,https://luisazhou.com/blog/price-your-online-course/,5.7,3493,19846,0.949,0.288
medium,0226,https://www.accounting.com/resources/best-tax-software/,5.7,2270,13024,0.926,0.239
medium,0463,https://getsling.com/blog/types-of-restaurants/,5.7,2864,16277,0.825,0.208
medium,1294,https://www.pcworld.com/article/582896/best-streaming-tv-service.html,5.7,2171,12312,0.834,0.226
medium,1606,https://influencermarketinghub.com/comparing-social-media-platforms/,5.7,2896,16512,1.0,0.243
medium,0378,https://www.investopedia.com/terms/d/digital-marketing.asp,5.6,2046,11529,0.975,0.232
medium,0664,https://www.bhf.org.uk/informationsupport/heart-matters-magazine/nutrition/eat-well-on-a-budget/sample-menus,5.6,1564,8806,0.819,0.234
medium,0750,https://cycloneplumbingusa.com/how-much-does-it-cost-to-plumb-a-new-house/,5.6,2987,16733,0.88,0.225
medium,0854,https://alison.com/certificate-courses,5.6,1141,6385,0.891,0.221
medium,1443,https://shakuro.com/blog/how-apps-are-made-guide-to-mobile-app-development,5.6,4226,23781,0.833,0.207
medium,2693,https://siliconangle.com/2025/12/19/google-cloud-runs-ai-inference-real-world-scale-googlecloud,5.6,2483,14020,0.975,0.237
medium,0390,https://www.accruent.com/resources/knowledge-hub/event-management-process,5.5,1866,10281,0.874,0.221
medium,0562,https://www.fitandwell.com/wellness/yoga/ive-been-doing-yoga-with-adrienes-january-programmes-for-10-years-heres-why-i-think-the-just-announced-2026-series-is-great-for-beginners,5.5,633,3499,0.964,0.26
medium,0809,https://topgrowthmarketing.com/best-supplement-marketing-agencies-in-the-us/,5.5,2328,12795,0.891,0.236
medium,0956,https://www.ciodive.com/topic/cloud/,5.5,1124,6149,0.713,0.179
medium,1206,https://www.workast.com/blog/strategic-collaboration-the-synergy-of-hr-and-event-management/,5.5,1456,8028,1.0,0.273
medium,1213,https://www.kristian-larsen.com/reviews/best-audiobook-subscriptions/,5.5,1853,10275,0.814,0.254
medium,1741,https://proworxconstruction.com/home-remodeling-ideas/,5.5,2277,12494,0.854,0.224
medium,1772,https://online.berklee.edu/courses/wellness-for-artists-music-movement-and-mindfulness,5.5,2732,14945,0.793,0.198
medium,1909,https://www.affordablecollegesonline.org/degrees/mba-programs/,5.5,2805,15361,0.871,0.232
medium,2094,https://samedayutah.com/service-area/electrical/salt-lake-city-ut/,5.5,1212,6705,0.877,0.202
medium,2288,https://www.universityhealth.com/blog/how-to-lose-weight-in-a-healthy-way,5.5,1502,8203,0.899,0.236
medium,2659,https://www.fairobserver.com/more/science/diversity-is-entropy-is-information-dei,5.5,2561,14053,0.903,0.208
medium,2672,https://www.uxpin.com/studio/blog/ai-design-systems-consistency-simple,5.5,3721,20318,0.944,0.254
medium,2796,https://www.derekseaman.com/2025/12/home-assistant-track-whos-in-each-room-with-esphome-bermuda-ble.html,5.5,2879,15934,0.959,0.239
medium,2815,https://blog.guillaume-gomez.fr/articles/2025-12-15+Rust+GCC+backend:+Why+and+how,5.5,1592,8778,0.963,0.265
medium,0139,https://www.bigcommerce.com/articles/ecommerce/machine-learning/,5.4,1878,10173,0.861,0.209
medium,0228,https://www.wired.com/story/best-cheap-phones/,5.4,5954,32216,0.99,0.296
medium,0651,https://mitsloan.mit.edu/ideas-made-to-matter/machine-learning-explained,5.4,3633,19512,0.976,0.257
medium,0657,https://makemoremusic.uk/why-us/testimonials/,5.4,5953,32036,0.989,0.289
medium,0864,https://www.elledecor.com/home-remodeling-renovating/g46066075/online-interior-design/,5.4,1948,10432,0.828,0.233
medium,0923,https://www.gardenary.com/blog/gardenary-planting-vs-ordinary-planting,5.4,2977,16068,0.881,0.262
medium,2684,https://www.digitalocean.com/community/tutorials/n8n-workflow-automation-guide,5.4,2453,13271,0.841,0.218
medium,2766,https://whatever.scalzi.com/2025/12/18/the-december-comfort-watches-2025-day-eighteen-starship-troopers,5.4,1809,9788,0.957,0.256
medium,0339,https://www.nobledesktop.com/learn/social-media-marketing/certifications-and-certificates,5.3,2231,11779,0.859,0.259
medium,0485,https://www.gq.com/story/best-sneaker-brands,5.3,2698,14258,0.947,0.244
medium,0601,https://www.impactplus.com/learn/digital-marketing-trends,5.3,2939,15610,0.937,0.25
medium,1104,https://www.trafalgar.com/real-word/flight-hacks/,5.3,1331,7090,0.952,0.265
medium,1460,https://www.greatdayimprovements.com/home-advice/blogs/2025-renovation-trends-why-theyre-smart/,5.3,2207,11672,0.889,0.24
medium,1880,https://bryanuniversity.edu/faq/kickstart-your-accounting-education-degree-vs-certification/,5.3,1856,9909,0.974,0.265
medium,2389,https://www.makeuseof.com/this-is-my-secret-to-perfect-answers-from-gemini,5.3,1634,8688,0.978,0.279
medium,2711,https://kashmirreader.com/2025/12/20/mind-matter-and-meaning-a-transdisciplinary-convergence-of-philosophy-science-faith-mysticism-and-art,5.3,2020,10695,0.915,0.249
medium,2757,https://infinitefaculty.substack.com/p/why-isnt-modern-ai-built-around-principles,5.3,2655,14188,0.964,0.285
medium,0878,https://equitashealth.com/our-services/dental-services/,5.2,1430,7503,0.925,0.296
medium,0992,https://www.slatenyc.com/resources/how-much-should-i-pay-for-cleaning-in-san-diego,5.2,2257,11628,0.978,0.256
medium,1425,https://future.utsa.edu/programs/master/mba/,5.2,1680,8780,0.822,0.271
medium,1502,https://constructioncoverage.com/research/hottest-real-estate-markets-us,5.2,3069,16052,0.942,0.231
medium,1529,https://www.reihub.net/resources/property-investment-for-beginners/,5.2,2302,11975,0.967,0.268
medium,1692,https://clevertap.com/blog/types-of-mobile-apps/,5.2,2652,13776,0.882,0.249
medium,2337,https://thefocus.ai/reports/coding-agent,5.2,1550,8051,0.905,0.25
medium,2440,https://www.backyardboss.net/the-end-of-year-is-here-gardening-tasks-to-do-right-now,5.2,2038,10519,0.806,0.227
medium,2446,https://blog.firedrake.org/archive/2025/12/Advent_of_Code_2025_week_2.html,5.2,2263,11711,0.952,0.268
medium,2481,https://resources.github.com/actions/2026-pricing-changes-for-github-actions,5.2,2713,14148,0.982,0.289
medium,0069,https://www.zazz.io/hire-blockchain-developers,5.1,2745,13885,0.812,0.214
medium,0743,https://quickframe.mountain.com/blog/video-production-process/,5.1,2718,13741,0.881,0.255
medium,2464,https://filmmakermagazine.com/132606-us-in-progress-2025-dispatch,5.1,2113,10673,0.938,0.227
medium,2572,https://www.topfastpcb.com/blog/printed-circuit-board-pcb,5.1,3832,19460,0.7,0.172
medium,2687,https://pt.audio/2025/12/19/2025-best-value-award,5.1,3174,16236,1.0,0.278
medium,0192,https://poetsandquants.com/2025/12/07/poets-and-quants-2025-2026-mba-ranking/,5.0,1608,8047,0.97,0.24
medium,0428,https://www.nationalrestaurantshow.com/home/business-catering-booms-new-trends-and-opportunities-for-restaurants-in-2024/,5.0,1195,5981,0.86,0.229
medium,1107,https://www.consumerfinance.gov/consumer-tools/guide-to-filing-your-taxes/,5.0,2243,11239,0.858,0.285
medium,1757,https://grata.com/resources/hr-services-pe-playbook,5.0,2387,11964,0.986,0.283
medium,2503,https://www.shaped.ai/blog/why-we-built-a-database-for-relevance-introducing-shaped-2-0,5.0,1805,9073,0.853,0.216
